volume,reactor_diameter,liquid_height,bottom_depth,n_impeller,diameter_impeller_1,ax_pos_impeller_1,n_blades_1,pitch_angle_1,diameter_impeller_2,ax_pos_impeller_2,n_blades_2,pitch_angle_2,diameter_impeller_3,ax_pos_impeller_3,n_blades_3,pitch_angle_3,n_diptubes,n_baffles,rpm,strainRate_p50,epsilon_p50,k_p50,Umag_p50
0.537212344,0.1,0.055066666696733615,0.02,2,0.035,-0.014,2,0,0.05,0.04,3,45,0,0,0,0,0,4,500,21.553660680804615,0.05133830898131274,0.007651874919533465,0.14959205316033042
0.223838477,0.1,0.015166666721635885,0.02,1,0.035,-0.014,2,0,0.0,0.0,0,0,0,0,0,0,0,4,250,7.226425416703842,0.0005648391567006991,0.00028367172125633427,0.049761508314052405
0.223838477,0.1,0.015166666721635885,0.02,1,0.035,-0.014,2,0,0.0,0.0,0,0,0,0,0,0,0,4,500,16.92787046465901,0.005028437698024127,0.0011331530259203128,0.10565759384889543
0.537212344,0.1,0.055066666696733615,0.02,2,0.035,-0.014,2,0,0.05,0.04,3,45,0,0,0,0,0,4,750,34.0321669103058,0.18329579574444355,0.017791605146911832,0.24006300083830695
0.537212344,0.1,0.055066666696733615,0.02,2,0.035,-0.014,2,0,0.05,0.04,3,45,0,0,0,0,0,4,250,10.422481863952768,0.006344198369276276,0.001967662267270714,0.07492703879612284
0.223838477,0.1,0.015166666721635885,0.02,1,0.035,-0.014,2,0,0.0,0.0,0,0,0,0,0,0,0,4,750,27.0299388322453,0.016898922586536896,0.0023759093530415945,0.16295991490675799
0.805818516,0.1,0.0892666667117671,0.02,2,0.035,-0.014,2,0,0.05,0.04,3,60,0,0,0,0,0,4,750,23.601480758148483,0.07448154062790602,0.009871919972155082,0.1794292801335277
0.223838477,0.1,0.015166666721635885,0.02,1,0.035,-0.014,2,0,0.0,0.0,0,0,0,0,0,0,0,4,1000,36.156312637980555,0.040897995195646436,0.004285579277883537,0.21975857142380956
0.537212344,0.1,0.055066666696733615,0.02,2,0.035,-0.014,2,0,0.05,0.04,3,60,0,0,0,0,0,4,1000,35.16822282038994,0.22566232082610405,0.021367373061178342,0.23351629957275882
0.805818516,0.1,0.0892666667117671,0.02,2,0.035,-0.014,2,0,0.05,0.04,3,60,0,0,0,0,0,4,500,15.513544198944313,0.022385588356136805,0.004375346386989241,0.11550480575122275
0.805818516,0.1,0.0892666667117671,0.02,2,0.035,-0.014,2,0,0.05,0.04,3,60,0,0,0,0,0,4,1000,30.96107931907267,0.16451168634036947,0.016879149047850824,0.23412551410171448
0.805818516,0.1,0.0892666667117671,0.02,2,0.035,-0.014,2,0,0.05,0.04,3,60,0,0,0,0,0,4,250,7.4300261209170175,0.0029104301880988202,0.0011398311365790241,0.05766801069341309
0.537212344,0.1,0.055066666696733615,0.02,2,0.035,-0.014,2,0,0.05,0.04,3,60,0,0,0,0,0,4,500,18.69597126142679,0.032450129057839276,0.005839140746791527,0.13223966702179607
0.223838477,0.1,0.015166666721635885,0.02,1,0.035,-0.014,2,0,0.0,0.0,0,0,0,0,0,0,0,4,250,7.230673538285315,0.0005642960853851866,0.00028368523881179466,0.049780322616266505
0.223838477,0.1,0.015166666721635885,0.02,1,0.035,-0.014,2,0,0.0,0.0,0,0,0,0,0,0,0,4,500,16.910026018354785,0.005040877477053677,0.0011337373524950756,0.10534922848615692
0.537212344,0.1,0.055066666696733615,0.02,2,0.035,-0.014,2,0,0.05,0.04,3,60,0,0,0,0,0,4,750,27.52724787268578,0.10278195520503187,0.012409831211521751,0.1867018583020689
0.537212344,0.1,0.055066666696733615,0.02,2,0.035,-0.014,2,0,0.05,0.04,3,60,0,0,0,0,0,4,250,8.947676847180203,0.0037473594258619876,0.001381822343112833,0.06575161766495617
0.223838477,0.1,0.015166666721635885,0.02,1,0.035,-0.014,2,0,0.0,0.0,0,0,0,0,0,0,0,4,750,27.06480061296206,0.01694508416600738,0.002380009038619675,0.16251318729086622
0.805818516,0.1,0.0892666667117671,0.02,2,0.035,-0.014,2,0,0.05,0.04,2,45,0,0,0,0,0,4,750,22.785992191556065,0.09054405176966619,0.011839147234564685,0.17249867940405808
0.223838477,0.1,0.015166666721635885,0.02,1,0.035,-0.014,2,0,0.0,0.0,0,0,0,0,0,0,0,4,1000,37.41157168643797,0.029143728324684967,0.00243200426133029,0.22275052331041043
0.537212344,0.1,0.055066666696733615,0.02,2,0.035,-0.014,2,0,0.05,0.04,2,45,0,0,0,0,0,4,1000,33.41951162830511,0.2685581151752498,0.02501065286634454,0.2587718520876922
0.805818516,0.1,0.0892666667117671,0.02,2,0.035,-0.014,2,0,0.05,0.04,2,45,0,0,0,0,0,4,500,15.07177508148424,0.026545671890973923,0.005250855097108812,0.11519332561501863
0.805818516,0.1,0.0892666667117671,0.02,2,0.035,-0.014,2,0,0.05,0.04,2,45,0,0,0,0,0,4,1000,30.473486211519432,0.21501886677767207,0.02122369905096756,0.22991975256178174
0.805818516,0.1,0.0892666667117671,0.02,2,0.035,-0.014,2,0,0.05,0.04,2,45,0,0,0,0,0,4,250,7.20178439831613,0.0031770083358115147,0.0012701531993348368,0.05831097585558101
0.537212344,0.1,0.055066666696733615,0.02,2,0.035,-0.014,2,0,0.05,0.04,2,45,0,0,0,0,0,4,500,17.425162654957134,0.032174344481817344,0.006055228292041304,0.13246097184370687
0.223838477,0.1,0.015166666721635885,0.02,1,0.035,-0.014,2,0,0.0,0.0,0,0,0,0,0,0,0,4,250,7.230498596574208,0.0005646460744017683,0.0002836502231896294,0.049815283940234246
0.223838477,0.1,0.015166666721635885,0.02,1,0.035,-0.014,2,0,0.0,0.0,0,0,0,0,0,0,0,4,500,16.918275749654775,0.0050419019824959116,0.001135789406488753,0.1058098753217662
0.537212344,0.1,0.055066666696733615,0.02,2,0.035,-0.014,2,0,0.05,0.04,2,45,0,0,0,0,0,4,750,26.81664513418478,0.11808126062710522,0.014671300384891263,0.20433050173282238
0.537212344,0.1,0.055066666696733615,0.02,2,0.035,-0.014,2,0,0.05,0.04,2,45,0,0,0,0,0,4,250,8.433075613095106,0.004098342746052958,0.001575750381244768,0.06547710025754812
0.223838477,0.1,0.015166666721635885,0.02,1,0.035,-0.014,2,0,0.0,0.0,0,0,0,0,0,0,0,4,1000,37.334610042189155,0.02873603245873748,0.0024215366513801423,0.22276781546595886
0.537212344,0.1,0.055066666696733615,0.02,2,0.035,-0.014,2,0,0.05,0.04,2,60,0,0,0,0,0,4,1000,34.21846521325032,0.17018554172413605,0.01717482396446991,0.2654892435825823
0.805818516,0.1,0.0892666667117671,0.02,2,0.035,-0.014,2,0,0.05,0.04,2,60,0,0,0,0,0,4,1000,26.169519903866775,0.11734257282826856,0.013729388333479385,0.21333296435225482
0.223838477,0.1,0.015166666721635885,0.02,1,0.035,-0.014,2,0,0.0,0.0,0,0,0,0,0,0,0,4,250,7.216623413765603,0.0005632081184974504,0.00028340589656434715,0.049739927914550355
0.223838477,0.1,0.015166666721635885,0.02,1,0.035,-0.014,2,0,0.0,0.0,0,0,0,0,0,0,0,4,500,16.884891281267723,0.005043343659368979,0.001134765935703271,0.10562295230897892
0.223838477,0.1,0.015166666721635885,0.02,1,0.035,-0.014,2,0,0.0,0.0,0,0,0,0,0,0,0,4,750,26.69168163071905,0.016926875996458784,0.002410286868159467,0.16183802738515696
0.537212344,0.1,0.055066666696733615,0.02,2,0.035,-0.014,2,0,0.05,0.04,2,60,0,0,0,0,0,4,250,7.561121525553681,0.002220955559699641,0.0009767372156495092,0.05224951689775715
0.537212344,0.1,0.055066666696733615,0.02,2,0.035,-0.014,2,0,0.05,0.04,2,60,0,0,0,0,0,4,500,16.641702037761714,0.019870332760445402,0.003934494753453466,0.1273220276199996
0.537212344,0.1,0.055066666696733615,0.02,2,0.035,-0.014,2,0,0.05,0.04,2,60,0,0,0,0,0,4,750,24.954897478343188,0.06787523202979771,0.009230996973374567,0.1966931621444199
0.805818516,0.1,0.0892666667117671,0.02,2,0.035,-0.014,2,0,0.05,0.04,2,60,0,0,0,0,0,4,250,6.092479333673065,0.0016309462023549495,0.0007998991301325773,0.05138101401499958
0.805818516,0.1,0.0892666667117671,0.02,2,0.035,-0.014,2,0,0.05,0.04,2,60,0,0,0,0,0,4,500,12.64679694639992,0.01399190601964825,0.0032906700026980166,0.10330253347191728
0.805818516,0.1,0.0892666667117671,0.02,2,0.035,-0.014,2,0,0.05,0.04,2,60,0,0,0,0,0,4,750,19.425182509773435,0.04809229431071815,0.007488193497578081,0.1572503883057456
0.755454858,0.15,0.022749999976350535,0.03,1,0.0525,-0.021,2,0,0.0,0.0,0,0,0,0,0,0,0,4,764,27.660969678598672,0.04343339687459078,0.0060030480447910714,0.25270752414743136
1.81309166,0.15,0.08259999998851202,0.03,2,0.0525,-0.021,2,0,0.075,0.06,4,45,0,0,0,0,0,4,764,38.338438218175405,0.47081508513216924,0.04137235726067468,0.4014594674607295
2.71963749,0.15,0.13389999998276803,0.03,2,0.0525,-0.021,2,0,0.075,0.06,4,45,0,0,0,0,0,4,764,31.302894822058136,0.4755097234028704,0.044105990050174404,0.34129840242946874
0.755454858,0.15,0.022749999976350535,0.03,1,0.0525,-0.021,2,0,0.0,0.0,0,0,0,0,0,0,0,4,191,6.267696820085239,0.0006452554950216246,0.0004098632540731868,0.05887101628001364
0.755454858,0.15,0.022749999976350535,0.03,1,0.0525,-0.021,2,0,0.0,0.0,0,0,0,0,0,0,0,4,382,13.658937713332179,0.005109797168671183,0.0014530991420394273,0.1246621075102984
0.755454858,0.15,0.022749999976350535,0.03,1,0.0525,-0.021,2,0,0.0,0.0,0,0,0,0,0,0,0,4,573,20.58444558760008,0.01804205488716063,0.0033623145964429488,0.18801653341782643
1.81309166,0.15,0.08259999998851202,0.03,2,0.0525,-0.021,2,0,0.075,0.06,4,45,0,0,0,0,0,4,191,9.494829875472627,0.007351199523775434,0.002557986314375297,0.10018000552780312
1.81309166,0.15,0.08259999998851202,0.03,2,0.0525,-0.021,2,0,0.075,0.06,4,45,0,0,0,0,0,4,382,19.207736846425988,0.058974533863577316,0.010289808115212734,0.20109719735890336
1.81309166,0.15,0.08259999998851202,0.03,2,0.0525,-0.021,2,0,0.075,0.06,4,45,0,0,0,0,0,4,573,28.722117319529108,0.1999975915721158,0.02327617316037871,0.3007305661409238
2.71963749,0.15,0.13389999998276803,0.03,2,0.0525,-0.021,2,0,0.075,0.06,4,45,0,0,0,0,0,4,191,8.369112028861291,0.006547758481014414,0.002602199000953233,0.09788243449753964
2.71963749,0.15,0.13389999998276803,0.03,2,0.0525,-0.021,2,0,0.075,0.06,4,45,0,0,0,0,0,4,382,15.461872866004526,0.058943058879180166,0.010887454147584848,0.170428190124628
2.71963749,0.15,0.13389999998276803,0.03,2,0.0525,-0.021,2,0,0.075,0.06,4,45,0,0,0,0,0,4,573,23.354932895045916,0.19896970158100274,0.024703559273217053,0.25714974955978054
1.81309166,0.15,0.08259999998851202,0.03,2,0.0525,-0.021,2,0,0.075,0.06,4,60,0,0,0,0,0,4,764,29.800716299439777,0.22840861529919923,0.026365947944977895,0.3002455106784966
0.755454858,0.15,0.022749999976350535,0.03,1,0.0525,-0.021,2,0,0.0,0.0,0,0,0,0,0,0,0,4,191,6.281580505338136,0.0006445459014319336,0.00040919934847257345,0.05880443074412817
2.71963749,0.15,0.13389999998276803,0.03,2,0.0525,-0.021,2,0,0.075,0.06,4,60,0,0,0,0,0,4,382,13.76578067895687,0.03153872319738998,0.0069701670068662595,0.14778828663596275
2.71963749,0.15,0.13389999998276803,0.03,2,0.0525,-0.021,2,0,0.075,0.06,4,60,0,0,0,0,0,4,764,27.86247691482143,0.24780630147063887,0.027272531039363737,0.29864698904463244
1.81309166,0.15,0.08259999998851202,0.03,2,0.0525,-0.021,2,0,0.075,0.06,4,60,0,0,0,0,0,4,191,7.304205274460317,0.0037623202879315362,0.001739075009295077,0.07597254489568375
2.71963749,0.15,0.13389999998276803,0.03,2,0.0525,-0.021,2,0,0.075,0.06,4,60,0,0,0,0,0,4,573,20.96732838710524,0.1043799629603894,0.015774781003457316,0.2232230309170535
2.71963749,0.15,0.13389999998276803,0.03,2,0.0525,-0.021,2,0,0.075,0.06,4,60,0,0,0,0,0,4,191,6.712015162227019,0.0036930702662857575,0.0016643277978046947,0.07719395853681818
0.755454858,0.15,0.022749999976350535,0.03,1,0.0525,-0.021,2,0,0.0,0.0,0,0,0,0,0,0,0,4,764,29.4391680006273,0.031039005994268586,0.0033898696520142774,0.2527168351283425
0.755454858,0.15,0.022749999976350535,0.03,1,0.0525,-0.021,2,0,0.0,0.0,0,0,0,0,0,0,0,4,382,13.70463538255809,0.005121372384686742,0.001464597933139134,0.1244223688894501
1.81309166,0.15,0.08259999998851202,0.03,2,0.0525,-0.021,2,0,0.075,0.06,4,60,0,0,0,0,0,4,573,23.39171309653706,0.10631988274140886,0.015643152282052958,0.24211151507490353
1.81309166,0.15,0.08259999998851202,0.03,2,0.0525,-0.021,2,0,0.075,0.06,4,60,0,0,0,0,0,4,382,14.853377159516238,0.03143819438542495,0.00692690984049757,0.15913245511405769
0.755454858,0.15,0.022749999976350535,0.03,1,0.0525,-0.021,2,0,0.0,0.0,0,0,0,0,0,0,0,4,573,21.61112458662942,0.01119570288972137,0.001530822628046546,0.19022685447434745
1.81309166,0.15,0.08259999998851202,0.03,2,0.0525,-0.021,2,0,0.075,0.06,3,45,0,0,0,0,0,4,764,33.24653340867244,0.4655158438550294,0.045096691967538405,0.3615658644023429
0.755454858,0.15,0.022749999976350535,0.03,1,0.0525,-0.021,2,0,0.0,0.0,0,0,0,0,0,0,0,4,191,6.28285262410781,0.000646163240369534,0.00040948943286846603,0.058761898713412315
2.71963749,0.15,0.13389999998276803,0.03,2,0.0525,-0.021,2,0,0.075,0.06,3,45,0,0,0,0,0,4,382,15.113376032541657,0.022644510154066964,0.004662598295166474,0.1408505920658115
2.71963749,0.15,0.13389999998276803,0.03,2,0.0525,-0.021,2,0,0.075,0.06,3,45,0,0,0,0,0,4,764,27.48222905273675,0.32522342986013986,0.035568306659946626,0.3056689147981996
1.81309166,0.15,0.08259999998851202,0.03,2,0.0525,-0.021,2,0,0.075,0.06,3,45,0,0,0,0,0,4,191,7.427667858713627,0.005165208904247874,0.0022570994171497703,0.08100079321736349
2.71963749,0.15,0.13389999998276803,0.03,2,0.0525,-0.021,2,0,0.075,0.06,3,45,0,0,0,0,0,4,573,19.082915785332748,0.09775329245680721,0.01671833588185216,0.2147177971991237
2.71963749,0.15,0.13389999998276803,0.03,2,0.0525,-0.021,2,0,0.075,0.06,3,45,0,0,0,0,0,4,191,6.205014112827463,0.0034435941193141583,0.0017694264850741663,0.06970721971547231
0.755454858,0.15,0.022749999976350535,0.03,1,0.0525,-0.021,2,0,0.0,0.0,0,0,0,0,0,0,0,4,764,29.4166899487751,0.03106291568101649,0.0033789997125888848,0.2536227953220647
0.755454858,0.15,0.022749999976350535,0.03,1,0.0525,-0.021,2,0,0.0,0.0,0,0,0,0,0,0,0,4,382,13.594906740469328,0.005140216974981202,0.0014481086488245794,0.12386662635065616
1.81309166,0.15,0.08259999998851202,0.03,2,0.0525,-0.021,2,0,0.075,0.06,3,45,0,0,0,0,0,4,573,21.98512101536992,0.13886039430040645,0.020323941561527073,0.24329211160187528
1.81309166,0.15,0.08259999998851202,0.03,2,0.0525,-0.021,2,0,0.075,0.06,3,45,0,0,0,0,0,4,382,14.832309448795584,0.04085847761085378,0.008960361888020893,0.16142926646595485
0.755454858,0.15,0.022749999976350535,0.03,1,0.0525,-0.021,2,0,0.0,0.0,0,0,0,0,0,0,0,4,573,20.527869126433917,0.01805381507671577,0.003335085231306747,0.18787810228985066
0.755454858,0.15,0.022749999976350535,0.03,1,0.0525,-0.021,2,0,0.0,0.0,0,0,0,0,0,0,0,4,764,27.571888955560485,0.04367724138052792,0.005975191877976316,0.2510893555242972
1.81309166,0.15,0.08259999998851202,0.03,2,0.0525,-0.021,2,0,0.075,0.06,3,60,0,0,0,0,0,4,764,26.433672238640312,0.22896013186309733,0.028348293235878362,0.27357216916100774
2.71963749,0.15,0.13389999998276803,0.03,2,0.0525,-0.021,2,0,0.075,0.06,3,60,0,0,0,0,0,4,764,24.433905417273806,0.17883406526740486,0.023515936756367303,0.2733617494812185
0.755454858,0.15,0.022749999976350535,0.03,1,0.0525,-0.021,2,0,0.0,0.0,0,0,0,0,0,0,0,4,191,6.2661431074565055,0.0006457482014854776,0.0004092002780109028,0.058885960362851354
0.755454858,0.15,0.022749999976350535,0.03,1,0.0525,-0.021,2,0,0.0,0.0,0,0,0,0,0,0,0,4,382,14.159018347211282,0.003093895598139438,0.0006554829530678954,0.12630467877579366
0.755454858,0.15,0.022749999976350535,0.03,1,0.0525,-0.021,2,0,0.0,0.0,0,0,0,0,0,0,0,4,573,20.73715141834876,0.018646063051198744,0.003465486890256668,0.18888944437484584
1.81309166,0.15,0.08259999998851202,0.03,2,0.0525,-0.021,2,0,0.075,0.06,3,60,0,0,0,0,0,4,191,6.432416042928025,0.0033754427399414863,0.0017092190819787984,0.06504102562365405
1.81309166,0.15,0.08259999998851202,0.03,2,0.0525,-0.021,2,0,0.075,0.06,3,60,0,0,0,0,0,4,382,13.955761565067366,0.031231147719617394,0.007382317639282549,0.14111683795523916
1.81309166,0.15,0.08259999998851202,0.03,2,0.0525,-0.021,2,0,0.075,0.06,3,60,0,0,0,0,0,4,573,19.58135900107058,0.09413377566609628,0.015632638021974836,0.20324083235702806
2.71963749,0.15,0.13389999998276803,0.03,2,0.0525,-0.021,2,0,0.075,0.06,3,60,0,0,0,0,0,4,191,5.874047602449703,0.0026046437487153963,0.0013755706066702436,0.06696795975333004
2.71963749,0.15,0.13389999998276803,0.03,2,0.0525,-0.021,2,0,0.075,0.06,3,60,0,0,0,0,0,4,382,12.006214555754333,0.021889518346881492,0.005720041998255811,0.13657924025866103
2.71963749,0.15,0.13389999998276803,0.03,2,0.0525,-0.021,2,0,0.075,0.06,3,60,0,0,0,0,0,4,573,18.16699134996166,0.07842591270404474,0.013266738865967392,0.20253234420372004
1.81309166,0.15,0.08259999998851202,0.03,2,0.0525,-0.021,2,0,0.075,0.06,2,45,0,0,0,0,0,4,764,25.25259009262283,0.27336878327343495,0.03320215324007311,0.2968501260905546
0.755454858,0.15,0.022749999976350535,0.03,1,0.0525,-0.021,2,0,0.0,0.0,0,0,0,0,0,0,0,4,191,6.274297045569198,0.0006477667839141332,0.00040930445072233276,0.0589210847207551
2.71963749,0.15,0.13389999998276803,0.03,2,0.0525,-0.021,2,0,0.075,0.06,2,45,0,0,0,0,0,4,382,11.567695869732777,0.026865438291464937,0.006986103018160446,0.13111822324126707
2.71963749,0.15,0.13389999998276803,0.03,2,0.0525,-0.021,2,0,0.075,0.06,2,45,0,0,0,0,0,4,764,22.715389742386005,0.20342971870146612,0.02704625024369908,0.2607852357835879
1.81309166,0.15,0.08259999998851202,0.03,2,0.0525,-0.021,2,0,0.075,0.06,2,45,0,0,0,0,0,4,191,6.447312822270535,0.003927763695838354,0.001958027865742735,0.07357553659603921
2.71963749,0.15,0.13389999998276803,0.03,2,0.0525,-0.021,2,0,0.075,0.06,2,45,0,0,0,0,0,4,573,17.04443701595887,0.0857417225683185,0.015301862345281095,0.1959726834893587
2.71963749,0.15,0.13389999998276803,0.03,2,0.0525,-0.021,2,0,0.075,0.06,2,45,0,0,0,0,0,4,191,5.691722520892254,0.003279009630170707,0.001708323804972761,0.0655494032446131
0.755454858,0.15,0.022749999976350535,0.03,1,0.0525,-0.021,2,0,0.0,0.0,0,0,0,0,0,0,0,4,764,27.592423362105315,0.04361417485729435,0.0059819410416059576,0.25111165178610145
0.755454858,0.15,0.022749999976350535,0.03,1,0.0525,-0.021,2,0,0.0,0.0,0,0,0,0,0,0,0,4,382,13.569415442981423,0.005115317284974862,0.0014575449916616183,0.12376040203102112
1.81309166,0.15,0.08259999998851202,0.03,2,0.0525,-0.021,2,0,0.075,0.06,2,45,0,0,0,0,0,4,573,19.33541619178095,0.12075880315532321,0.01938865931826956,0.22454679444729075
1.81309166,0.15,0.08259999998851202,0.03,2,0.0525,-0.021,2,0,0.075,0.06,2,45,0,0,0,0,0,4,382,13.708856696261616,0.03323115843583015,0.008264027875589037,0.15534431505955
0.755454858,0.15,0.022749999976350535,0.03,1,0.0525,-0.021,2,0,0.0,0.0,0,0,0,0,0,0,0,4,573,20.658181095201503,0.018081795439333116,0.0033749651089593985,0.18781494632675588
1.81309166,0.15,0.08259999998851202,0.03,2,0.0525,-0.021,2,0,0.075,0.06,2,60,0,0,0,0,0,4,764,31.376317013778422,0.14443244561239554,0.014748119016440561,0.32439522086557065
0.755454858,0.15,0.022749999976350535,0.03,1,0.0525,-0.021,2,0,0.0,0.0,0,0,0,0,0,0,0,4,191,6.283729393299754,0.0006452586142287509,0.00040920356606012734,0.05892119230783461
